mon_year,KM_driven,Fuel_Type,Horse_Power,Color,Transmission,Engine,Doors,Cylinders,Gears,Sport_Model,selling_price
Mar_2005,31418,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,15847
Apr_2005,30799,Petrol,97,Metallic,Manual,1400,5,4,5,0,12667
Dec_2005,30438,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727
Apr_2005,30285,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,15847
May_2005,30064,Petrol,110,Metallic,Manual,1600,3,4,5,0,14257
Jul_2005,29839,Petrol,110,Metallic,Manual,1600,5,4,5,0,14575
Feb_2005,28939,Petrol,110,Metallic,Manual,1600,3,4,5,0,13727
Dec_2005,28874,Petrol,110,Metallic,Manual,1600,5,4,5,0,13515
Jun_2005,28800,Petrol,97,Metallic,Manual,1400,5,4,5,0,12609
Mar_2005,28769,Petrol,97,Metallic,Manual,1400,5,4,5,0,10547
Jul_2005,27838,Petrol,110,Metallic,Manual,1600,5,4,5,0,13197
Jul_2005,27560,Petrol,97,Metallic,Manual,1400,5,4,5,0,13250
Feb_2005,26742,Petrol,110,Metallic,Manual,1600,3,4,5,0,15847
Jun_2005,26566,Petrol,110,Metallic,Manual,1600,5,4,5,0,14575
Jun_2005,26206,Petrol,110,Metallic,Automatic,1600,4,4,5,0,13457
Dec_2005,26129,Petrol,110,Metallic,Manual,1600,3,4,5,1,15889
Feb_2005,26026,Petrol,110,Metallic,Manual,1600,5,4,5,0,13515
Apr_2005,25944,Petrol,110,Metallic,Manual,1600,5,4,5,0,15211
Jun_2005,25911,Petrol,110,Metallic,Manual,1600,3,4,5,0,13727
Oct_2005,25452,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,12190
Apr_2005,25440,Petrol,97,Metallic,Manual,1400,3,4,5,0,12667
May_2005,25033,Petrol,110,Metallic,Manual,1600,5,4,5,0,14257
Jul_2005,24237,Petrol,110,Metallic,Manual,1600,5,4,5,0,13674
Apr_2005,24147,Petrol,86,Metallic,Manual,1300,5,4,5,1,11130
Oct_2005,23218,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,11607
Apr_2005,22950,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,12667
Aug_2005,22790,Petrol,110,Metallic,Manual,1600,5,4,5,0,12137
Jan_2005,22289,Petrol,110,Metallic,Manual,1600,5,4,5,0,14045
Jun_2005,19610,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,10865
Oct_2005,19080,Petrol,110,Metallic,Manual,1600,5,4,5,0,14835
May_2005,18074,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,12667
Dec_2005,17503,Petrol,97,Metallic,Manual,1400,5,4,5,0,14045
May_2005,17304,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727
Jul_2005,16960,Petrol,97,Metallic,Manual,1400,5,4,5,0,12455
Jun_2005,12720,Petrol,110,Metallic,Manual,1600,5,4,5,0,12190
Feb_2005,10600,Petrol,97,Metallic,Manual,1400,5,4,5,0,14310
Apr_2004,228960,Diesel,69,Non-Metallic,Manual,1900,3,4,5,0,6890
Jun_2004,210057,Diesel,69,Non-Metallic,Manual,1900,4,4,5,0,6784
Apr_2004,186560,Diesel,69,Non-Metallic,Manual,1900,3,4,5,0,7420
Mar_2004,184587,Diesel,72,Metallic,Manual,2000,4,4,5,0,8215
Dec_2004,184440,Diesel,69,Metallic,Manual,1900,5,4,5,0,9434
Feb_2004,159000,CNG,110,Metallic,Manual,1600,3,4,5,0,9010
Mar_2004,158289,Diesel,72,Metallic,Manual,2000,5,4,5,1,9487
Jun_2004,155540,Petrol,110,Metallic,Manual,1600,5,4,5,0,10494
Apr_2004,152124,Diesel,69,Non-Metallic,Manual,1900,5,4,5,0,10865
Sept_2004,150658,CNG,110,Non-Metallic,Manual,1600,5,4,5,0,9805
Sept_2004,149142,Diesel,69,Metallic,Manual,1900,5,4,5,0,8215
Mar_2004,146698,Diesel,69,Metallic,Manual,1900,4,4,5,0,10017
Feb_2004,145220,Diesel,72,Metallic,Manual,2000,5,4,5,1,8215
May_2004,143373,Diesel,69,Metallic,Manual,1900,5,4,5,0,8745
Aug_2004,139246,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547
Jan_2004,136904,Diesel,69,Non-Metallic,Manual,1800,5,4,5,0,4717
Jul_2004,133677,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,10547
Sept_2004,126927,Petrol,110,Metallic,Manual,1600,5,4,5,0,9540
Apr_2004,124988,Diesel,69,Metallic,Manual,1900,5,4,5,0,10547
Oct_2004,124476,Diesel,90,Metallic,Manual,2000,3,4,5,0,13197
Feb_2004,124206,Petrol,110,Metallic,Manual,1600,4,4,5,0,11130
Mar_2004,122491,Petrol,110,Metallic,Manual,1600,4,4,5,0,11395
Apr_2004,122020,Petrol,97,Metallic,Manual,1400,3,4,5,0,9487
Mar_2004,121949,Diesel,69,Metallic,Manual,1900,5,4,5,0,11130
Jan_2004,120837,Diesel,72,Metallic,Manual,2000,5,4,5,0,5459
Aug_2004,114331,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,11607
May_2004,111093,Petrol,97,Metallic,Manual,1400,3,4,5,0,10017
Mar_2004,109661,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547
Jun_2004,109199,Diesel,69,Non-Metallic,Manual,1900,5,4,5,0,11607
Oct_2004,108493,Petrol,110,Metallic,Manual,1600,5,4,5,0,12614
Jul_2004,108152,Petrol,97,Metallic,Manual,1400,5,4,5,0,10547
Mar_2004,107433,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12667
Jul_2004,105857,Petrol,110,Metallic,Manual,1600,4,4,5,0,8374
May_2004,105282,Petrol,110,Metallic,Manual,1600,3,4,5,0,11607
Sept_2004,103986,Diesel,69,Metallic,Manual,1900,5,4,5,0,9487
Jun_2004,103922,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12667
Aug_2004,103456,Petrol,110,Metallic,Manual,1600,3,4,5,0,11554
Feb_2004,103068,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10547
Jun_2004,101903,Diesel,72,Non-Metallic,Manual,2000,3,4,5,1,10547
Mar_2004,101866,Petrol,110,Metallic,Manual,1600,5,4,5,0,11607
Feb_2004,100065,Diesel,72,Non-Metallic,Manual,2000,3,4,5,1,9487
Feb_2004,99769,Petrol,86,Metallic,Manual,1300,3,4,5,1,9487
Aug_2004,96820,Petrol,110,Metallic,Manual,1600,3,4,5,0,11130
Apr_2004,95612,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,9487
Apr_2004,95503,Diesel,69,Metallic,Manual,1900,5,4,5,0,9805
Sept_2004,94392,Petrol,97,Metallic,Manual,1400,5,4,5,0,12190
May_2004,94340,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10335
Dec_2004,92510,Petrol,110,Metallic,Manual,1600,3,4,5,0,10547
Aug_2004,91394,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,12137
Mar_2004,89674,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,13250
Jul_2004,88581,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11130
Jul_2004,88092,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727
Jul_2004,87773,Petrol,110,Metallic,Manual,1600,3,4,5,0,12932
Jul_2004,87699,Petrol,97,Metallic,Manual,1400,3,4,5,0,11607
Mar_2004,86819,Petrol,110,Metallic,Manual,1600,5,4,5,0,11607
Aug_2004,85139,Petrol,110,Metallic,Automatic,1600,3,4,5,0,11967
Aug_2004,84895,Petrol,97,Metallic,Manual,1400,3,4,5,0,11395
Apr_2004,84588,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11549
Oct_2004,83512,CNG,110,Metallic,Manual,1600,5,4,5,0,12190
Sept_2004,83316,Petrol,110,Metallic,Manual,1600,5,4,5,0,10335
Feb_2004,82447,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,10865
Aug_2004,82307,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,13250
Mar_2004,81906,Petrol,110,Metallic,Manual,1600,4,4,5,0,12667
Jul_2004,80737,Petrol,97,Metallic,Manual,1400,5,4,5,0,11395
Nov_2004,79764,Petrol,110,Metallic,Manual,1600,4,4,5,0,12137
Mar_2004,79745,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667
Sept_2004,79548,Petrol,110,Metallic,Manual,1600,3,4,6,0,12455
Jul_2004,79340,Petrol,110,Metallic,Automatic,1600,4,4,5,0,11607
Feb_2004,79198,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667
Aug_2004,79135,Diesel,69,Non-Metallic,Manual,1900,3,4,5,0,11655
Jan_2004,78970,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,12137
Aug_2004,78964,Petrol,110,Metallic,Manual,1600,5,4,5,0,9434
Jul_2004,78052,Petrol,110,Non-Metallic,Manual,1587,5,4,5,0,11130
Oct_2004,77807,Petrol,110,Metallic,Manual,1600,5,4,5,0,12455
Aug_2004,77566,Petrol,97,Metallic,Manual,1400,3,4,5,0,12137
May_2004,77380,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,12720
Jul_2004,76577,Petrol,110,Non-Metallic,Automatic,1600,3,4,5,0,12667
Apr_2004,76320,Petrol,97,Metallic,Manual,1400,3,4,5,0,10441
Mar_2004,76028,Petrol,110,Metallic,Manual,1600,4,4,5,0,11607
Mar_2004,75553,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11607
Jul_2004,74666,Diesel,69,Metallic,Manual,1900,3,4,5,0,9217
Apr_2004,74453,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,11649
Feb_2004,74002,Petrol,97,Metallic,Manual,1400,3,4,5,0,10070
Aug_2004,73839,Petrol,86,Non-Metallic,Manual,1300,3,4,6,1,12667
Nov_2004,73748,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,11395
Oct_2004,73140,Diesel,69,Metallic,Manual,1900,5,4,5,0,9275
Aug_2004,72679,Petrol,110,Metallic,Manual,1600,4,4,5,0,9275
Feb_2004,72631,Diesel,72,Metallic,Manual,2000,3,4,5,0,12137
Nov_2004,72519,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10547
Jan_2004,70784,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12667
May_2004,70519,Petrol,110,Metallic,Manual,1600,5,4,5,0,14787
Mar_2004,70027,Petrol,110,Metallic,Manual,1600,5,4,5,0,11925
Jul_2004,69399,Petrol,97,Metallic,Manual,1400,5,4,5,0,11554
Jan_2004,69324,Petrol,97,Metallic,Manual,1400,3,4,5,0,10335
May_2004,69080,Petrol,97,Metallic,Manual,1400,3,4,5,0,10547
Jan_2004,68900,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667
Sept_2004,68045,Petrol,110,Metallic,Manual,1600,3,4,5,0,11077
Mar_2004,67840,Petrol,97,Metallic,Manual,1400,3,4,5,0,9487
Mar_2004,67620,Petrol,110,Metallic,Manual,1600,5,4,5,0,10865
Apr_2004,67453,Petrol,110,Metallic,Manual,1600,4,4,5,0,10526
Mar_2004,66923,Petrol,110,Metallic,Manual,1600,3,4,5,0,11130
Mar_2004,66910,Petrol,110,Metallic,Manual,1600,4,4,5,0,12667
Sept_2004,66780,Diesel,69,Metallic,Manual,1900,5,4,5,0,12190
Feb_2004,66780,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,12190
Mar_2004,66766,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12137
Jan_2004,66516,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,10494
Mar_2004,66270,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10070
Jul_2004,66017,Petrol,97,Metallic,Manual,1400,5,4,5,0,11130
Jul_2004,65372,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11395
Mar_2004,64660,Diesel,69,Non-Metallic,Manual,2000,5,4,5,0,9487
Jan_2004,64660,Petrol,110,Metallic,Manual,1600,3,4,5,0,12720
Apr_2004,64191,Petrol,110,Metallic,Manual,1600,4,4,5,0,10536
Oct_2004,63969,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,11607
Mar_2004,63853,Petrol,110,Metallic,Manual,1600,5,4,5,0,11395
Jun_2004,62540,Petrol,97,Metallic,Manual,1400,3,4,5,0,10387
Jun_2004,62287,Petrol,97,Non-Metallic,Manual,1300,5,4,5,0,12455
Mar_2004,62270,Petrol,110,Metallic,Manual,1600,4,4,5,0,12667
May_2004,62112,Petrol,110,Metallic,Manual,1600,3,4,5,0,11925
Mar_2004,62042,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12455
Feb_2004,61880,Petrol,110,Metallic,Manual,1600,3,4,5,1,11607
Jan_2004,61631,Petrol,110,Metallic,Manual,1600,5,4,5,0,11925
Apr_2004,61425,Petrol,97,Metallic,Manual,1400,3,4,5,0,10547
Jun_2004,61104,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10282
Oct_2004,60950,Petrol,110,Metallic,Manual,1600,4,4,5,0,12667
Apr_2004,60924,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,10494
Feb_2004,60148,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,10589
Sept_2004,60076,Petrol,97,Metallic,Manual,1400,3,4,5,0,10044
Mar_2004,59230,Petrol,110,Metallic,Manual,1600,5,4,5,0,12190
Apr_2004,58830,Petrol,110,Metallic,Manual,1600,4,4,5,0,12667
Feb_2004,58194,Petrol,97,Metallic,Manual,1400,5,4,5,0,12190
Jul_2004,57733,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11130
Nov_2004,56922,Petrol,97,Metallic,Manual,1400,5,4,5,0,11554
May_2004,56775,Petrol,97,Metallic,Manual,1400,5,4,5,0,12402
Jun_2004,56612,Petrol,110,Metallic,Manual,1600,5,4,5,0,12614
Jun_2004,56464,Petrol,110,Metallic,Manual,1600,5,4,5,0,14787
Aug_2004,56303,Petrol,97,Metallic,Manual,1400,3,4,5,0,11607
Jan_2004,55595,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,11130
Feb_2004,55278,Petrol,97,Metallic,Manual,1400,3,4,5,0,11395
Feb_2004,55269,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667
Jan_2004,55120,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10600
Sept_2004,54025,Petrol,97,Metallic,Manual,1400,5,4,5,0,11125
Jul_2004,53424,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12137
Mar_2004,53000,Petrol,97,Metallic,Manual,1400,3,4,5,0,9964
Jun_2004,53000,Petrol,86,Metallic,Manual,1300,5,4,5,0,12667
Apr_2004,52967,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10229
Aug_2004,52542,Petrol,110,Metallic,Manual,1600,3,4,5,0,20087
Jun_2004,52441,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,12137
May_2004,52398,Petrol,110,Metallic,Manual,1600,3,4,5,0,10865
Sept_2004,52382,Petrol,110,Metallic,Manual,1600,3,4,5,0,12137
Mar_2004,52328,Petrol,97,Metallic,Manual,1400,3,4,5,0,10547
Jan_2004,51655,Petrol,110,Metallic,Manual,1600,3,4,5,0,11130
Mar_2004,51272,Petrol,110,Metallic,Manual,1600,5,4,5,0,14575
Sept_2004,50955,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10547
Mar_2004,50723,Petrol,110,Metallic,Manual,1600,4,4,5,0,10865
Mar_2004,50634,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,11501
May_2004,50550,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12609
Apr_2004,50298,Petrol,110,Metallic,Manual,1600,3,4,5,1,13727
Jul_2004,50052,Petrol,110,Metallic,Manual,1600,5,4,5,0,12667
Jan_2004,50044,Petrol,110,Metallic,Manual,1600,5,4,5,0,11395
Mar_2004,49667,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,10123
Jan_2004,49290,Petrol,86,Non-Metallic,Manual,1300,5,4,5,0,11607
May_2004,49236,Petrol,110,Metallic,Manual,1600,4,4,5,0,12455
Oct_2004,49174,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11607
Mar_2004,49004,Petrol,110,Metallic,Manual,1600,3,4,5,0,13197
May_2004,48791,Petrol,110,Metallic,Manual,1600,4,4,5,0,11130
Jul_2004,48760,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,11554
Jul_2004,48654,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727
Oct_2004,48601,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,11607
Jan_2004,48056,Petrol,110,Metallic,Manual,1600,5,4,5,0,13250
Feb_2004,47209,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10547
Jan_2004,46322,Petrol,86,Metallic,Manual,1300,3,4,5,0,11395
Sept_2004,45707,Petrol,97,Metallic,Manual,1400,3,4,5,0,13250
Aug_2004,44213,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,11077
May_2004,44202,Petrol,97,Metallic,Manual,1400,3,4,5,0,11395
Aug_2004,44134,Petrol,110,Metallic,Manual,1600,5,4,5,0,13727
Jul_2004,43749,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,11655
Aug_2004,43286,Petrol,110,Non-Metallic,Automatic,1600,3,4,5,0,12667
Jul_2004,42824,Petrol,97,Metallic,Manual,1400,5,4,5,0,11925
Oct_2004,42783,Petrol,110,Metallic,Manual,1600,5,4,5,1,12667
Mar_2004,42744,Petrol,86,Non-Metallic,Manual,1300,5,4,5,0,14575
Oct_2004,42400,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11660
Jul_2004,42088,Petrol,110,Metallic,Manual,1600,5,4,5,0,14310
Mar_2004,41648,Petrol,110,Metallic,Manual,1600,3,4,5,0,11607
Mar_2004,41340,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,11395
Oct_2004,41234,Petrol,97,Metallic,Manual,1400,3,4,5,0,9487
Jun_2004,40707,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,13727
Jan_2004,39709,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10335
Mar_2004,39220,Petrol,97,Metallic,Manual,1400,3,4,5,0,11554
Feb_2004,38590,Petrol,110,Metallic,Manual,1600,4,4,5,0,11655
Sept_2004,38165,Petrol,97,Metallic,Manual,1400,5,4,5,0,11395
May_2004,38160,Petrol,110,Metallic,Manual,1600,5,4,5,0,11607
Aug_2004,38160,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,13780
Dec_2004,38160,Petrol,110,Metallic,Automatic,1600,3,4,5,0,13727
May_2004,37972,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12190
Jan_2004,37344,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,11607
Sept_2004,37251,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,12413
Aug_2004,36983,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10579
Jun_2004,36975,Petrol,110,Metallic,Manual,1600,5,4,5,0,12985
Nov_2004,36040,Petrol,110,Metallic,Manual,1600,5,4,5,0,12190
Jan_2004,36038,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,12667
Feb_2004,35224,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,12190
Nov_2004,35002,Petrol,110,Metallic,Manual,1600,5,4,5,0,12614
Aug_2004,33919,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,12646
May_2004,33474,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,11130
Jan_2004,32860,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,9487
Nov_2004,32654,Petrol,97,Metallic,Manual,1400,5,4,5,0,11077
Feb_2004,32289,Petrol,86,Metallic,Manual,1300,5,4,5,0,11130
Jul_2004,31467,Petrol,110,Metallic,Automatic,1600,3,4,5,0,13727
Feb_2004,31429,Petrol,86,Non-Metallic,Manual,1300,3,4,6,1,10547
May_2004,31270,Petrol,110,Metallic,Manual,1600,3,4,5,0,13674
Sept_2004,30375,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,10547
Feb_2004,29150,Petrol,97,Metallic,Manual,1400,3,4,5,0,10547
Sept_2004,28554,Petrol,110,Metallic,Manual,1600,3,4,5,0,11607
Apr_2004,28221,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,11607
Oct_2004,27794,Petrol,97,Metallic,Manual,1400,3,4,5,0,10547
Jul_2004,24007,Petrol,97,Metallic,Manual,1400,5,4,5,0,11607
Jul_2004,23850,Petrol,97,Metallic,Manual,1400,3,4,5,0,11448
Jan_2004,20472,Petrol,97,Non-Metallic,Manual,1400,3,4,5,0,11130
Jul_2004,18676,Petrol,110,Non-Metallic,Manual,1600,4,4,5,0,11077
Jun_2004,18093,Petrol,97,Metallic,Manual,1400,3,4,5,0,11236
Sept_2004,15900,Petrol,97,Metallic,Manual,1400,3,4,5,0,11077
Jul_2004,10823,Petrol,97,Non-Metallic,Manual,1400,5,4,5,0,13727
Oct_2004,5628,Petrol,110,Metallic,Automatic,1600,3,4,5,0,11925
Jul_2004,1,Diesel,90,Metallic,Manual,2000,3,4,5,0,7950
May_2004,32860,Petrol,97,Non-Metallic,Manual,1398,3,4,5,0,9487
Nov_2003,217300,Diesel,72,Metallic,Manual,2000,4,4,5,0,7367
Jan_2003,216505,Diesel,72,Non-Metallic,Manual,2000,3,4,5,1,8374
Jan_2003,206218,Petrol,86,Non-Metallic,Manual,1300,4,4,5,0,6307
Oct_2003,202354,Diesel,72,Metallic,Manual,2000,3,4,5,1,7950
Jul_2003,194510,Diesel,72,Metallic,Manual,2000,5,4,5,0,7950
Apr_2003,186755,Diesel,72,Metallic,Manual,2000,3,4,5,0,7314
Feb_2003,185323,Diesel,72,Non-Metallic,Manual,2000,4,4,5,0,6096
Jan_2003,165063,Petrol,86,Metallic,Manual,1300,3,4,5,1,7367
Feb_2003,164830,Petrol,110,Metallic,Manual,1600,5,4,5,0,8427
Oct_2003,164070,Diesel,72,Metallic,Manual,2000,3,4,5,0,8215
May_2003,163730,Diesel,72,Metallic,Manual,2000,5,4,5,0,8427
May_2003,159620,Petrol,110,Metallic,Manual,1600,3,4,6,1,8745
Feb_2003,157940,Diesel,90,Metallic,Manual,2000,5,4,5,0,6625
Jul_2003,156494,Diesel,72,Non-Metallic,Manual,2000,5,4,5,0,10070
Oct_2003,153192,Diesel,72,Metallic,Manual,2000,5,4,5,0,7314
May_2003,152640,CNG,110,Metallic,Manual,1600,3,4,6,0,8957
Apr_2003,148578,Diesel,72,Metallic,Manual,2000,3,4,5,1,7791
Jan_2003,148400,Petrol,110,Metallic,Manual,1600,5,4,5,1,9487
Sept_2003,148188,Diesel,72,Non-Metallic,Manual,2000,3,4,5,0,7314
Oct_2003,145273,CNG,110,Metallic,Manual,1600,3,4,5,1,9487
Aug_2003,145173,Petrol,110,Non-Metallic,Manual,1600,3,4,6,1,9275
Feb_2003,143457,CNG,110,Metallic,Manual,1600,5,4,5,0,8427
May_2003,141795,Diesel,72,Metallic,Manual,2000,3,4,5,0,9487
Nov_2003,141409,Diesel,72,Metallic,Manual,2000,5,4,5,1,9487
Apr_2003,140775,Diesel,72,Metallic,Manual,2000,5,4,5,1,9487
May_2003,140337,Diesel,72,Non-Metallic,Manual,2000,5,4,5,1,8427
Sept_2003,138086,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,8215
Oct_2003,137800,Diesel,72,Metallic,Manual,2000,4,4,5,0,7950
Feb_2003,134620,Diesel,72,Metallic,Manual,2000,5,4,5,1,9487
Feb_2003,134408,Diesel,72,Non-Metallic,Manual,2000,5,4,5,0,10388
Mar_2003,134039,Petrol,110,Metallic,Manual,1600,5,4,5,1,10017
Jul_2003,132686,Diesel,116,Non-Metallic,Manual,2000,5,4,5,0,9487
Jan_2003,132500,Diesel,72,Metallic,Manual,2000,3,4,5,1,9275
Aug_2003,130380,Diesel,72,Non-Metallic,Manual,2000,5,4,5,1,11130
Oct_2003,128924,Petrol,86,Non-Metallic,Manual,1300,5,4,5,1,8475
May_2003,127624,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,11077
Mar_2003,127200,Diesel,72,Non-Metallic,Manual,2000,4,4,5,0,10547
Jan_2003,126713,Petrol,110,Non-Metallic,Manual,1600,3,4,5,0,10547
Jan_2003,126670,Petrol,110,Metallic,Manual,1600,5,4,5,0,9487
Jan_2003,126446,Petrol,110,Metallic,Manual,1600,4,4,5,0,8427
Dec_2003,125963,Petrol,110,Non-Metallic,Manual,1600,3,4,6,1,11607
May_2003,125080,Diesel,72,Metallic,Manual,2000,5,4,5,1,10547
Jan_2003,125032,Petrol,110,Metallic,Automatic,1600,4,4,5,0,9116
Apr_2003,124666,Petrol,86,Non-Metallic,Manual,1300,3,4,5,1,7685
Jan_2003,124020,Diesel,72,Non-Metallic,Manual,2000,3,4,5,1,7367
May_2003,122960,Petrol,86,Non-Metallic,Manual,1300,5,4,5,1,8480
Nov_2003,122658,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10547
Sept_2003,122102,CNG,110,Metallic,Manual,1600,4,4,5,0,10017
Jan_2003,121975,Petrol,110,Metallic,Manual,1600,3,4,5,0,8427
Jun_2003,121900,CNG,110,Non-Metallic,Manual,1600,3,4,5,0,10017
May_2003,121737,Petrol,110,Metallic,Manual,1600,5,4,5,0,10547
Apr_2003,121246,Diesel,90,Non-Metallic,Manual,2000,3,4,5,0,7367
Oct_2003,120522,Petrol,110,Metallic,Manual,1600,5,4,5,0,8745
Feb_2003,119905,Petrol,86,Metallic,Manual,1300,3,4,5,0,10547
Oct_2003,119597,Petrol,86,Metallic,Manual,1300,5,4,5,0,8745
Jan_2003,118843,Petrol,110,Metallic,Manual,1600,5,4,5,1,10547
Mar_2003,118720,Petrol,110,Metallic,Manual,1600,3,4,6,1,11130
Jul_2003,118720,Diesel,72,Non-Metallic,Manual,2000,4,4,5,0,8427
Apr_2003,118475,Petrol,110,Non-Metallic,Manual,1600,3,4,6,1,10335
Aug_2003,117504,Petrol,110,Metallic,Manual,1600,5,4,5,1,9805
Jan_2003,116904,Petrol,110,Metallic,Manual,1600,3,4,5,0,10070
Jul_2003,116120,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10547
Jun_2003,115784,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,8215
Jan_2003,115699,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10070
Feb_2003,115321,Petrol,110,Metallic,Manual,1600,4,4,5,0,10547
May_2003,113191,Petrol,110,Non-Metallic,Automatic,1600,3,4,5,0,10335
Nov_2003,112299,Petrol,86,Non-Metallic,Manual,1300,5,4,5,0,10335
Oct_2003,111300,Petrol,86,Metallic,Manual,1300,3,4,5,0,6307
Jul_2003,111300,Petrol,86,Non-Metallic,Manual,1300,5,4,5,1,9010
Jan_2003,110557,Petrol,110,Metallic,Manual,1600,5,4,5,1,9005
Feb_2003,110240,Petrol,86,Non-Metallic,Manual,1300,3,4,5,0,9805
Jan_2003,110240,Petrol,86,Metallic,Manual,1300,3,4,5,0,7314
Nov_2003,109665,Petrol,86,Metallic,Manual,1300,3,4,5,1,9487
Jun_2003,109604,Petrol,110,Metallic,Manual,1600,5,4,5,0,10070
Jun_2003,108975,Petrol,86,Non-Metallic,Manual,1300,5,4,5,0,9805
Jan_2003,108644,Petrol,110,Non-Metallic,Manual,1600,5,4,5,0,10489
Dec_2003,108438,Diesel,72,Metallic,Manual,2000,5,4,5,0,10547
Aug_2003,108232,Petrol,110,Non-Metallic,Manual,1600,3,4,5,1,8427
Jan_2003,108002,Petrol,110,Metallic,Manual,1600,5,4,5,0,9275
